一分	1
二分	2
三分	3
四分	4
五分	5
六分	6
七分	7
八分	8
九分	9
十分	10
十一分	11
十二分	12
十三分	13
十四分	14
十五分	15
十六分	16
十七分	17
十八分	18
十九分	19
二十分	20
二十一分	21
二十二分	22
二十三分	23
二十四分	24
二十五分	25
二十六分	26
二十七分	27
二十八分	28
二十九分	29
三十分	30
三十一分	31
三十二分	32
三十三分	33
三十四分	34
三十五分	35
三十六分	36
三十七分	37
三十八分	38
三十九分	39
四十分	40
四十一分	41
四十二分	42
四十三分	43
四十四分	44
四十五分	45
四十六分	46
四十七分	47
四十八分	48
四十九分	49
五十分	50
五十一分	51
五二十分	52
五十三分	53
五十四分	54
五十五分	55
五十六分	56
五十七分	57
五十八分	58
五十九分	59
六十分	60
