Mon	Monday
Mon.	Monday
Tu	Tuesday
Tu.	Tuesday
Wed	Wednesday
Wed.	Wednesday
Th	Thursday
Th.	Thursday
Thur	Thursday
Thur.	Thursday
Thurs	Thursday
Thurs.	Thursday
Fri	Friday
Fri.	Friday
Sat	Saturday
Sat.	Saturday
Sun	Sunday
Sun.	Sunday
