A$	豪ドル
AED	UAEディルハム
ARS	アルゼンチンペソ
AUD	豪ドル
CAD$	カナダドル
CAD	カナダドル
CHF	スイスフラン
CNY	人民元
EUR	ユーロ
GBP	ポンド
HK＄	香港ドル
HKD	香港ドル
INR	インドルピー
J￥	円
JPY￥	円
JPY	円
KRW	ウォン
RUB	ロシアルーブル
SAR	サウジリヤル
SEK	スウェーデンクローナ
SGD	シンガポールドル
THB	タイバーツ
TRY	トルコリラ
USD	アメリカドル
