00	
01	一分
02	二分
03	三分
04	四分
05	五分
06	六分
07	七分
08	八分
09	九分
10	十分
11	十一分
12	十二分
13	十三分
14	十四分
15	十五分
16	十六分
17	十七分
18	十八分
19	十九分
20	二十分
21	二十一分
22	二十二分
23	二十三分
24	二十四分
25	二十五分
26	二十六分
27	二十七分
28	二十八分
29	二十九分
30	三十分
31	三十一分
32	三十二分
33	三十三分
34	三十四分
35	三十五分
36	三十六分
37	三十七分
38	三十八分
39	三十九分
40	四十分
41	四十一分
42	四十二分
43	四十三分
44	四十四分
45	四十五分
46	四十六分
47	四十七分
48	四十八分
49	四十九分
50	五十分
51	五十一分
52	五十二分
53	五十三分
54	五十四分
55	五十五分
56	五十六分
57	五十七分
58	五十八分
59	五十九分
