0	〇時
1	一時
2	二時
3	三時
4	四時
5	五時
6	六時
7	七時
8	八時
9	九時
00	〇時
01	一時
02	二時
03	三時
04	四時
05	五時
06	六時
07	七時
08	八時
09	九時
10	十時
11	十一時
12	十二時
13	十三時
14	十四時
15	十五時
16	十六時
17	十七時
18	十八時
19	十九時
20	二十時
21	二十一時
22	二十二時
23	二十三時
24	二十四時
