00
01	一秒
02	二秒
03	三秒
04	四秒
05	五秒
06	六秒
07	七秒
08	八秒
09	九秒
10	十秒
11	十一秒
12	十二秒
13	十三秒
14	十四秒
15	十五秒
16	十六秒
17	十七秒
18	十八秒
19	十九秒
20	二十秒
21	二十一秒
22	二十二秒
23	二十三秒
24	二十四秒
25	二十五秒
26	二十六秒
27	二十七秒
28	二十八秒
29	二十九秒
30	三十秒
31	三十一秒
32	三十二秒
33	三十三秒
34	三十四秒
35	三十五秒
36	三十六秒
37	三十七秒
38	三十八秒
39	三十九秒
40	四十秒
41	四十一秒
42	四十二秒
43	四十三秒
44	四十四秒
45	四十五秒
46	四十六秒
47	四十七秒
48	四十八秒
49	四十九秒
50	五十秒
51	五十一秒
52	五十二秒
53	五十三秒
54	五十四秒
55	五十五秒
56	五十六秒
57	五十七秒
58	五十八秒
59	五十九秒
