鈀	钯
鈁	钫
鈄	钭
鈅	钥
鈈	钚
鈉	钠
鈍	钝
鈎	钩
鈐	钤
鈑	钣
鈔	钞
鈕	钮
鈞	钧
鈡	钟
鈣	钙
鈥	钬
鈦	钛
鈧	钪
鈮	铌
鈰	铈
鈳	钶
鈴	铃
鈷	钴
鈸	钹
鈹	铍
鈺	钰
鈽	钸
鈾	铀
鈿	钿
鉀	钾
鉄	铁
鉅	钜
鉆	钻
鉈	铊
鉉	铉
鉋	刨
鉍	铋
鉑	铂
鉕	钷
鉗	钳
鉚	铆
鉛	铅
鉞	钺
鉢	钵
鉤	钩
鉦	钲
鉬	钼
鉭	钽
鉸	铰
鉺	铒
鉻	铬
鉿	铪
銀	银
銃	铳
銅	铜
銑	铣
銓	铨
銕	铁
銖	铢
銘	铭
銚	铫
銜	衔
銠	铑
銣	铷
銥	铱
銦	铟
銨	铵
銩	铥
銪	铕
銫	铯
銬	铐
銱	铞
銲	焊
銳	锐
銷	销
銹	锈
銻	锑
銼	锉
鋁	铝
鋃	锒
鋅	锌
鋇	钡
鋌	铤
鋏	铗
鋒	锋
鋜	镯
鋝	锊
鋟	锓
鋣	铘
鋤	锄
鋥	锃
鋦	锔
鋨	锇
鋪	铺
鋮	铖
鋯	锆
鋰	锂
鋱	铽
鋶	锍
鋸	锯
鋻	鉴
鋼	钢
錁	锞
錄	录
錆	锖
錇	锫
錈	锩
錐	锥
錒	锕
錕	锟
錘	锤
錙	锱
錚	铮
錛	锛
錟	锬
錠	锭
錢	钱
錦	锦
錨	锚
錫	锡
錮	锢
錯	错
錳	锰
錶	表
錸	铼
鍀	锝
鍁	锨
鍃	锪
鍆	钔
鍇	锴
鍊	炼
鍋	锅
鍍	镀
鍔	锷
鍘	铡
鍛	锻
鍤	锸
鍥	锲
鍩	锘
鍫	锹
鍬	锹
鍰	锾
鍵	键
鍶	锶
鍺	锗
鍼	针
鍾	钟
鎂	镁
鎄	锿
鎇	镅
鎊	镑
鎋	辖
鎖	锁
鎘	镉
鎚	锤
鎢	钨
鎣	蓥
鎦	镏
鎧	铠
鎩	铩
鎪	锼
鎬	镐
鎮	镇
鎰	镒
鎳	镍
鎵	镓
鎸	镌
鎿	镎
鏃	镞
鏇	旋
鏈	链
鏌	镆
鏍	镙
鏑	镝
鏗	铿
鏘	锵
鏚	戚
鏜	镗
鏝	镘
鏞	镛
鏟	铲
鏡	镜
鏢	镖
鏤	镂
鏨	錾
鏵	铧
鏷	镤
鏹	镪
鏽	锈
鐃	铙
鐋	铴
鐐	镣
鐒	铹
鐓	镦
鐔	镡
鐘	钟
鐙	镫
鐝	镢
鐠	镨
鐦	锎
鐧	锏
鐨	镄
鐫	镌
鐮	镰
鐲	镯
鐳	镭
鐵	铁
鐸	铎
鐺	铛
鐿	镱
鑄	铸
鑊	镬
鑌	镔
鑑	鉴
鑒	鉴
鑔	镲
鑛	矿
鑠	铄
鑣	镳
鑤	刨
鑥	镥
鑪	炉
鑭	镧
鑰	钥
鑲	镶
鑵	罐
鑷	镊
鑹	镩
鑼	锣
鑽	钻
鑾	銮
鑿	凿
钁	镢
長	长
門	门
閂	闩
閃	闪
閆	闫
閉	闭
開	开
閌	闶
閎	闳
閏	闰
閑	闲
閒	闲
間	间
閔	闵
閘	闸
閙	闹
閡	阂
関	关
閣	阁
閤	合
閥	阀
閨	闺
閩	闽
閫	阃
閬	阆
閭	闾
閱	阅
閲	阅
閶	阊
閹	阉
閻	阎
閼	阏
閽	阍
閾	阈
閿	阌
闃	阒
闆	板
闇	暗
闈	闱
闊	阔
闋	阕
闌	阑
闐	阗
闔	阖
闕	阙
闖	闯
闚	窥
關	关
闞	阚
闡	阐
闢	辟
闥	闼
阨	厄
阬	坑
阯	址
陗	峭
陘	陉
陝	陕
陞	升
陣	阵
陰	阴
陳	陈
陸	陆
陻	堙
陽	阳
隂	阴
隄	堤
隉	陧
隊	队
階	阶
隕	陨
隖	坞
際	际
隣	邻
隨	随
險	险
隱	隐
隴	陇
隷	隶
隸	隶
隻	只
雋	隽
雖	虽
雙	双
雛	雏
雜	杂
雝	雍
雞	鸡
離	离
難	难
雰	氛
雲	云
電	电
霑	沾
霛	灵
霤	溜
霧	雾
霽	霁
靂	雳
靄	霭
靈	灵
靚	靓
靜	静
靣	面
靦	腼
靨	靥
靭	韧
鞀	鼗
鞉	鼗
鞌	鞍
鞏	巩
鞦	秋
鞵	鞋
鞽	鞒
鞾	靴
韁	缰
韃	鞑
韆	千
韉	鞯
韋	韦
韌	韧
韓	韩
韙	韪
韜	韬
韝	鞴
韞	韫
韤	袜
韮	韭
韻	韵
響	响
頁	页
頂	顶
頃	顷
項	项
順	顺
頇	顸
須	须
頊	顼
頌	颂
頎	颀
頏	颃
預	预
頑	顽
頒	颁
頓	顿
頗	颇
領	领
頜	颌
頡	颉
頤	颐
頦	颏
頫	俯
頭	头
頰	颊
頷	颔
頸	颈
頹	颓
頻	频
頽	颓
顂	赖
顆	颗
顋	腮
題	题
額	额
顎	颚
顏	颜
顓	颛
顔	颜
願	愿
顙	颡
顛	颠
類	类
顢	颟
顥	颢
顦	憔
顧	顾
顫	颤
顬	颥
顯	显
顰	颦
顱	颅
顳	颞
顴	颧
風	风
颮	飑
颯	飒
颱	台
颳	刮
颶	飓
颺	扬
颼	飕
颿	帆
飃	飘
飄	飘
飆	飙
飇	飙
飈	飚
飛	飞
飜	翻
飢	饥
飩	饨
飪	饪
飫	饫
飭	饬
飯	饭
飱	飧
飲	饮
飴	饴
飼	饲
飽	饱
飾	饰
餃	饺
餅	饼
餈	糍
餉	饷
養	养
餌	饵
餑	饽
餒	馁
餓	饿
餘	余
餚	肴
餛	馄
餞	饯
餡	馅
餧	喂
館	馆
餬	糊
餱	糇
餳	饧
餵	喂
餷	馇
餹	糖
餻	糕
餼	饩
餽	馈
餾	馏
餿	馊
饃	馍
饅	馒
饈	馐
饉	馑
饊	馓
饋	馈
饌	馔
饍	膳
饑	饥
饒	饶
饗	飨
饜	餍
饝	馍
饞	馋
饢	馕
馬	马
馭	驭
馮	冯
馱	驮
馳	驰
馴	驯
駁	驳
駐	驻
駑	驽
駒	驹
駔	驵
駕	驾
駘	骀
駙	驸
駛	驶
駝	驼
駟	驷
駡	骂
駢	骈
駭	骇
駮	驳
駱	骆
駿	骏
騁	骋
騅	骓
騍	骒
騎	骑
騏	骐
騐	验
騖	骛
騗	骗
騙	骗
騣	鬃
騫	骞
騭	骘
騮	骝
騰	腾
騶	驺
騷	骚
騸	骟
騾	骡
驀	蓦
驁	骜
驂	骖
驃	骠
驄	骢
驅	驱
驊	骅
驍	骁
驏	骣
驕	骄
驗	验
驘	骡
驚	惊
驛	驿
驟	骤
驢	驴
驤	骧
驥	骥
驪	骊
骽	腿
骾	鲠
髏	髅
髒	脏
體	体
髕	髌
髖	髋
髣	仿
髩	鬓
髮	发
鬀	剃
鬁	疬
鬆	松
鬉	鬃
鬍	胡
鬚	须
鬢	鬓
鬥	斗
鬦	斗
鬧	闹
鬨	哄
鬩	阋
鬭	斗
鬮	阄
鬱	郁
魎	魉
魘	魇
魚	鱼
魯	鲁
魴	鲂
魷	鱿
鮁	鲅
鮃	鲆
鮌	鲧
鮎	鲇
鮐	鲐
鮑	鲍
鮒	鲋
鮚	鲒
鮞	鲕
鮪	鲔
鮫	鲛
鮭	鲑
鮮	鲜
鯀	鲧
鯁	鲠
鯇	鲩
鯉	鲤
鯊	鲨
鯔	鲻
鯖	鲭
鯗	鲞
鯛	鲷
鯝	鲴
鯡	鲱
鯢	鲵
鯤	鲲
鯧	鲳
鯨	鲸
鯪	鲮
鯫	鲰
鯰	鲶
鯴	鲺
鯽	鲫
鯿	鳊
鰈	鲽
鰉	鳇
鰌	鳅
鰍	鳅
鰐	鳄
鰒	鳆
鰓	鳃
鰠	鳋
鰣	鲥
鰥	鳏
鰨	鳎
鰩	鳐
鰭	鳍
鰱	鲢
鰲	鳌
鰳	鳓
鰵	鳘
鰷	鲦
鰹	鲣
鰻	鳗
鰾	鳔
鱅	鳙
鱈	鳕
鱉	鳖
鱒	鳟
鱓	鳝
鱔	鳝
鱖	鳜
鱗	鳞
鱘	鲟
鱝	鲼
鱟	鲎
鱧	鳢
鱭	鲚
鱷	鳄
鱸	鲈
鱺	鲡
鳥	鸟
鳧	凫
鳩	鸠
鳳	凤
鳴	鸣
鳶	鸢
鴆	鸩
鴇	鸨
鴈	雁
鴉	鸦
鴕	鸵
鴛	鸳
鴝	鸲
鴟	鸱
鴣	鸪
鴦	鸯
鴨	鸭
鴯	鸸
鴰	鸹
鴻	鸿
鴿	鸽
鵂	鸺
鵑	鹃
鵒	鹆
鵓	鹁
鵜	鹈
鵝	鹅
鵞	鹅
鵠	鹄
鵡	鹉
鵪	鹌
鵬	鹏
鵯	鹎
鵰	雕
鵲	鹊
鵶	鸦
鶇	鸫
鶉	鹑
鶓	鹋
鶘	鹕
鶚	鹗
鶥	鹛
鶩	鹜
鶯	莺
鶴	鹤
鶻	鹘
鶼	鹣
鶿	鹚
鷀	鹚
鷂	鹞
鷄	鸡
鷓	鹧
鷗	鸥
鷙	鸷
鷚	鹨
鷥	鸶
鷦	鹪
鷯	鹩
鷰	燕
鷲	鹫
鷳	鹇
鷴	鹇
鷸	鹬
鷹	鹰
鷺	鹭
鷼	鹇
鸌	鹱
鸎	莺
鸕	鸬
鸚	鹦
鸛	鹳
鸝	鹂
鸞	鸾
鹵	卤
鹹	咸
鹺	鹾
鹼	碱
鹽	盐
麅	狍
麐	麟
麗	丽
麞	獐
麤	粗
麥	麦
麩	麸
麪	面
麯	曲
麵	面
麼	么
黃	黄
黌	黉
點	点
黨	党
黲	黪
黴	霉
黷	黩
黽	黾
黿	鼋
鼃	蛙
鼇	鳌
鼈	鳖
鼉	鼍
鼕	冬
鼴	鼹
齇	齄
齊	齐
齋	斋
齎	赍
齏	齑
齒	齿
齔	龀
齙	龅
齜	龇
齟	龃
齠	龆
齡	龄
齣	出
齦	龈
齧	啮
齪	龊
齬	龉
齲	龋
齶	腭
齷	龌
龍	龙
龐	庞
龔	龚
龕	龛
龜	龟
