00	零
01	一
02	两
03	三
04	四
05	五
06	六
07	七
08	八
09	九
1	一
2	两
3	三
4	四
5	五
6	六
7	七
8	八
9	九
10	十
11	十一
12	十二
13	十三
14	十四
15	十五
16	十六
17	十七
18	十八
19	十九
20	二十
21	二十一
22	二十二
23	二十三
24	二十四
